route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
7-1-1,7,1,City Point - Otis St & Summer St,,1,500701000,58367754,0
7-2-1,7,1,City Point - Otis St & Summer St via East 1st St,Weekdays only,2,500701040,58367740,0
8-9-0,8,0,Kenmore Station - Harbor Point via South Bay Center,,1,500800000,58367792,0
8-1-0,8,0,Kenmore Station - Harbor Point,,2,500800040,58403938,0
8-D-0,8,0,Kenmore Station - Ruggles Station,School days only,3,500800080,58367861_2,0
8-9-1,8,1,Harbor Point - Kenmore Station via South Bay Center,,1,500801000,58367810,0
8-1-1,8,1,Harbor Point - Kenmore Station,,2,500801040,58404578,0
8-D-1,8,1,Ruggles Station - Kenmore Station,School days only,3,500801080,58402591_2,0
9-_-0,9,0,Copley Station - City Point,,1,500900000,58367688,0
9-1-0,9,0,Copley Station - City Point via L St,Weekday mornings only,2,500900040,58367684,0
9-5-0,9,0,Ave Louis Pasteur - City Point via Andrew Station,School days only,3,500900060,58368035,0
9-_-1,9,1,City Point - Copley Station,,1,500901000,58367712,0
9-4-1,9,1,City Point - Kenmore Station via Ave Louis Pasteur,School days only,3,500901040,58403054,0
10-9-0,10,0,Copley Square - City Point via South Bay Center,,1,501000000,58367808,0
10-8-0,10,0,Townsend St & Warren St - City Point via Nubian Station,School days only,3,501000040,58368032,0
10-E-0,10,0,Andrew Station - City Point,School days only,3,501000060,58403586_2,0
10-5-0,10,0,Copley Station - City Point,Late nights only,3,501000080,58403033,0
10-9-1,10,1,City Point - Copley Square via South Bay Center,,1,501001000,58367709,0
10-2-1,10,1,City Point - Franklin Park via Andrew,School days only,3,501001040,58403049,0
11-3-0,11,0,Chauncy St & Summer St - City Point,,1,501100000,58367674,0
11-3-1,11,1,City Point - Chauncy St & Summer St,,1,501101000,58367711,0
14-_-0,14,0,Heath St - Roslindale Square,,1,501400000,58871249,0
14-_-1,14,1,Roslindale Square - Heath St,,1,501401000,58871250,0
15-_-0,15,0,Ruggles Station - Kane Square,Weekdays only,1,501500000,58367881,0
15-2-0,15,0,Ruggles Station - St Peter's Square,Weekday middays only,2,501500030,58404235,0
15-1-0,15,0,Ruggles Station - Fields Corner Station,,2,501500040,58368095,0
15-3-0,15,0,Nubian Station - Kane Square,School days only,3,501500070,58403335,0
15-6-0,15,0,Malcolm X Blvd - Fields Corner Station,School days only,3,501500090,58404034,0
15-G-0,15,0,Haymarket - Mattapan via Nubian & Fields Corner (Merrimac Detour),Early mornings only,3,501500110,58403728,0
15-_-1,15,1,Kane Square - Ruggles Station,Weekdays only,1,501501000,58367880,0
15-2-1,15,1,St Peter's Square - Ruggles Station,Weekday middays only,2,501501020,58404111,0
15-1-1,15,1,Fields Corner Station - Ruggles Station,,2,501501030,58368150,0
15-4-1,15,1,Ashmont Station - Nubian Station,Early mornings only,3,501501070,58402561,0
15-3-1,15,1,Kane Square - Nubian Station,School days only,3,501501100,58403915,0
15-G-1,15,1,Mattapan - Haymarket via Fields Corner & Nubian (Merrimac Detour),Early mornings only,3,501501120,58404039,0
16-9-0,16,0,Andrew Station - Forest Hills Station via South Bay Center,,1,501600000,58367671,0
16-8-0,16,0,Harbor Point - Forest Hills Station via South Bay Center,Weekdays only,2,501600040,58404583,0
16-5-0,16,0,McCormack Housing - Forest Hills via South Bay Center,,2,501600050,58404047,0
16-3-0,16,0,Andrew Station - Forest Hills Station,,3,501600080,58402556,0
16-9-1,16,1,Forest Hills Station - Andrew Station via South Bay Center,,1,501601000,58403449,0
16-8-1,16,1,Forest Hills Station - Harbor Point via South Bay Center,Weekdays only,2,501601040,58367777,0
16-5-1,16,1,Forest Hills - McCormack Housing via South Bay Center,,2,501601050,58403461,0
16-3-1,16,1,Forest Hills Station - Andrew Station,,2,501601080,58403513,0
16-E-1,16,1,Franklin Park - Andrew Station,School days only,3,501601120,58403586_1,0
17-_-0,17,0,Andrew Station - Fields Corner Station,,1,501700000,58367659,0
17-_-1,17,1,Fields Corner Station - Andrew Station,,1,501701000,58367778,0
18-1-0,18,0,Andrew Station - Ashmont Station,,1,501800000,58402474,0
18-1-1,18,1,Ashmont Station - Andrew Station,,1,501801000,58402599,0
19-3-0,19,0,Kenmore Station - Fields Corner Station,Weekdays only,1,501900000,58367793,0
19-_-0,19,0,Ruggles Station - Fields Corner Station,Weekdays only,2,501900030,58367844,0
19-5-0,19,0,Warren St & Townsend St - Adams St & Gallivan Blvd,School days only,3,501900060,58368033,0
19-1-0,19,0,Malcolm X Blvd - Fields Corner Station,School days only,3,501900080,58404036,0
19-4-0,19,0,Ave Louis Pasteur - Adams St & Gallivan Blvd,School days only,3,501900100,58404021,0
19-3-1,19,1,Fields Corner Station - Kenmore Station,Weekdays only,1,501901000,58367791,0
19-_-1,19,1,Fields Corner Station - Ruggles Station,Weekdays only,2,501901030,58367846,0
19-E-1,19,1,Fields Corner Station - Ave Louis Pasteur,School days only,3,501901060,58402455_2,0
21-_-0,21,0,Forest Hills Station - Ashmont Station,,1,502100000,58870427,0
21-_-1,21,1,Ashmont Station - Forest Hills Station,,1,502101000,58870362,0
21-B-1,21,1,Ashmont Station - Forest Hills Station,School days only,3,502101040,58871872_1,0
22-_-0,22,0,Ruggles Station - Ashmont Station,,1,502200000,58367862,0
22-2-0,22,0,Ave Louis Pasteur - Ashmont Station,School days only,3,502200040,58404020,0
22-3-0,22,0,Warren St & Townsend St - Ashmont Station,School days only,3,502200060,58404015,0
22-_-1,22,1,Ashmont Station - Ruggles Station,,1,502201000,58367863,0
23-_-0,23,0,Ruggles Station - Ashmont Station,,1,502300000,58404152,0
23-1-0,23,0,Townsend St & Warren St - Ashmont Station,School days only,3,502300040,58404017,0
23-3-0,23,0,Malcolm X Blvd - Ashmont Station,School days only,3,502300060,58404035,0
23-E-0,23,0,Nubian Station - Franklin Park,School days only,3,502300080,58404062_3,0
23-_-1,23,1,Ashmont Station - Ruggles Station,,1,502301000,58402563,0
23-2-1,23,1,Ashmont Station - Nubian Station,School days only,3,502301040,58402588,0
23-G-1,23,1,Warren St & Quincy St - Nubian Station,School days only,3,502301060,58404018_1,0
24-2-0,24,0,Ashmont Station - Wakefield Ave & Truman Pkwy,,1,502400000,58870519,0
24-2-1,24,1,Wakefield Ave & Truman Pkwy - Ashmont Station,,1,502401000,58870520,0
26-1-0,26,0,Gallivan Blvd - Ashmont Station via Washington St,,1,502600000,58870715,0
26-1-1,26,1,Ashmont Station - Gallivan Blvd via Norfolk St,,1,502601000,58870716,0
28-_-0,28,0,Ruggles Station - Mattapan Station,,1,502800000,58634025,0
28-9-0,28,0,Ave Louis Pasteur - Mattapan Station,Weekday middays only,3,502800040,58871874,0
28-_-1,28,1,Mattapan Station - Ruggles Station,,1,502801000,58634024,0
28-2-1,28,1,Mattapan Station - Nubian Station,Early mornings only,3,502801040,58404037,0
28-5-1,28,1,Townsend St & Warren St - Ruggles Station,School days only,3,502801070,58404019,0
28-9-1,28,1,Mattapan Station - Avenue Louis Pasteur via Ruggles,School days only,3,502801090,58635215,0
29-1-0,29,0,Jackson Square Station - Mattapan Station via Franklin Field,Weekdays only,1,502900000,58870501,0
29-5-0,29,0,Jackson Square Station - Mattapan Station,,1,502900010,58870515,0
29-1-1,29,1,Mattapan Station - Jackson Square Station via Franklin Field,Weekdays only,1,502901000,58870492,0
29-5-1,29,1,Mattapan Station - Jackson Square Station,,1,502901010,58870509,0
30-2-0,30,0,Forest Hills Station - Mattapan Station,,1,503000000,58871187,0
30-2-1,30,1,Mattapan Station - Forest Hills Station,,1,503001000,58871219,0
31-_-0,31,0,Forest Hills Station - Mattapan Station,,1,503100000,58871917,0
31-_-1,31,1,Mattapan Station - Forest Hills Station,,1,503101000,58872003,0
32-1-0,32,0,Forest Hills Station - Wolcott Square,,1,503200000,58871606,0
32-_-0,32,0,Forest Hills Station - Cleary Square,Weekdays only,2,503200040,58871620,0
32-3-0,32,0,Forest Hills Station - Wolcott Square via Westinghouse Plaza,School days only,3,503200070,58871898,0
32-9-0,32,0,Wolcott Square - Townsend St & Humboldt Ave,School days only,3,503200090,58871881,0
32-1-1,32,1,Wolcott Square - Forest Hills Station,,1,503201000,58871747,0
32-_-1,32,1,Cleary Square - Forest Hills Station,Weekdays only,2,503201040,58871573,0
32-3-1,32,1,Wolcott Square - Forest Hills Station via Westinghouse Plaza,School days only,3,503201070,58871886,0
32-9-1,32,1,Townsend St & Humboldt Ave - Wolcott Square,School days only,3,503201090,58871885,0
32-C-1,32,1,Wolcott Square - Forest Hills Station,School days only,3,503201110,58871884_1,0
3233-5-0,3233,0,Forest Hills Station - River St & Milton St,Early mornings only,1,503210000,58870319,0
33-5-0,33,0,Mattapan Station - River St & Milton St via West Milton St (AM Route),,1,503300000,58870321,0
33-6-0,33,0,Mattapan Station - River St & Milton St (PM Route),Weekdays only,1,503300040,58870334,0
33-1-0,33,0,Mattapan Station - River St & Milton St via Westinghouse Plz,AM peak hours only,3,503300070,58871180,0
33-5-1,33,1,River St & Milton St - Mattapan Station (AM Route),,1,503301000,58870320,0
33-6-1,33,1,River St & Milton St - Mattapan Station via West Milton St (PM Route),Weekdays only,2,503301040,58870335,0
33-1-1,33,1,River St & Milton St - Mattapan Station via Westinghouse Plz,Weekdays only,3,503301060,58870360,0
33-7-1,33,1,River St & Milton St - Forest Hills Station via W Milton St,Weekday evenings only,3,503301070,58870344,0
33-4-1,33,1,River St & Milton St - Forest Hills Station,,3,503301080,58713339,0
34-3-0,34,0,Forest Hills Station - Dedham Mall,,1,503400000,58871062,0
34-_-0,34,0,Forest Hills Station - Dedham Line,,3,503400040,58871386,0
34-K-0,34,0,Townsend St & Humboldt Ave - Dedham Line via Forest Hills,School days only,3,503400080,58871892,0
34-3-1,34,1,Dedham Mall - Forest Hills Station,,1,503401000,58871394,0
34-_-1,34,1,Dedham Line - Forest Hills Station,,3,503401040,58871010,0
34-K-1,34,1,Dedham Line - Townsend St & Humboldt Ave via Forest Hills,School days only,3,503401070,58871890,0
34E-4-0,34E,0,Forest Hills Station - Walpole Center,,1,503410000,58871488,0
34E-6-0,34E,0,Forest Hills Station - East Walpole,,2,503410040,58871561,0
34E-1-1,34E,1,Walpole Center - Forest Hills Station,,1,503411000,58871482,0
34E-6-1,34E,1,East Walpole - Forest Hills Station,,2,503411040,58871554,0
35-1-0,35,0,Forest Hills Station - Dedham Mall,,1,503500000,58870791,0
35-_-0,35,0,Forest Hills Station - Stimson St & Washington St,Mornings only,2,503500040,58870799,0
35-3-0,35,0,Ave Louis Pasteur - Dedham Mall via Forest Hills Station,School days only,3,503500080,58871897,0
35-1-1,35,1,Dedham Mall - Forest Hills Station,,1,503501000,58870794,0
35-_-1,35,1,Stimson St & Washington St - Forest Hills Station,,2,503501040,58870793,0
35-2-1,35,1,Stimson & Washington St - Ave Louis Pasteur via Forest Hills,School days only,3,503501080,58871904,0
36-8-0,36,0,"Forest Hills Station - VA Hospital, West Roxbury",,1,503600000,58870786,0
36-1-0,36,0,Forest Hills Station - Millennium Park,Weekdays only,2,503600040,58870885,0
36-5-0,36,0,Forest Hills Station - Rivermoor Industrial Park,Weekdays only,3,503600060,58870773,0
36-9-0,36,0,Townsend & Humboldt - Charles River Loop via Forest Hills,School days only,3,503600080,58871905,0
36-A-0,36,0,Forest Hills Station - Charles River Loop,School days only,3,503600100,58871894_2,0
36-8-1,36,1,"VA Hospital, West Roxbury - Forest Hills Station",,1,503601000,58870814,0
36-1-1,36,1,Millennium Park - Forest Hills Station,Weekdays only,2,503601040,58870813,0
36-5-1,36,1,Rivermoor Industrial Park - Forest Hills Station,Weekday evenings only,3,503601060,58870844,0
36-_-1,36,1,Charles River Loop - Forest Hills Station,School days only,3,503601070,58871895,0
36-9-1,36,1,Charles River Loop - Townsend & Humboldt via Forest Hills,School days only,3,503601100,58871899,0
37-_-0,37,0,Forest Hills Station - Baker St & Vermont St,,1,503700000,58871008,0
37-D-0,37,0,Forest Hills Station - LaGrange St & Corey St,School days only,3,503700040,58871906_2,0
37-_-1,37,1,Baker St & Vermont St - Forest Hills Station,,1,503701000,58870766,0
37-3-1,37,1,LaGrange St & Corey St - Forest Hills Station,School days only,3,503701040,58871869,0
38-_-0,38,0,Forest Hills Station - Wren St,,1,503800000,58871120,0
38-1-0,38,0,Townsend St & Humboldt Ave - Wren St via Forest Hills,School days only,3,503800040,58871907,0
38-_-1,38,1,Wren St - Forest Hills Station,,1,503801000,58871147,0
38-C-1,38,1,Centre & W Roxbury Pkwy - Forest Hills Station,School days only,3,503801040,58871903_1,0
38-D-1,38,1,Wren St - Forest Hills Station,School days only,3,503801060,58871901_1,0
39-3-0,39,0,Back Bay Station - Forest Hills Station,,1,503900000,58634381,0
39-7-0,39,0,Huntington Ave & Longwood Ave - Forest Hills Station,School days only,3,503900040,58871893_1,0
39-Y-0,39,0,Ave Louis Pasteur - Forest Hills Station via Brigham Cir,School days only,3,503900060,58871873_1,0
39-M-0,39,0,Haymarket Station - Cleary Square (Detour),Early mornings only,3,503900080,58870356,0
39-3-1,39,1,Forest Hills Station - Back Bay Station,,1,503901000,58634383,0
39-7-1,39,1,Forest Hills Station - Huntington Ave & Longwood Ave,School days only,3,503901040,58871872_2,0
39-I-1,39,1,Forest Hills Station - Ave Louis Pasteur,School days only,3,503901060,58871901_2,0
39-M-1,39,1,Cleary Square - Haymarket Station (Detour),Early mornings only,3,503901080,58870355,0
40-_-0,40,0,Forest Hills Station - Georgetowne via Alwin St (PM Route),,1,504000000,58870915,0
40-2-0,40,0,Forest Hills Station - Georgetowne (AM Route),Weekdays only,1,504000040,58870916,0
40-_-1,40,1,Georgetowne - Forest Hills Station (PM Route),,1,504001000,58870914,0
40-2-1,40,1,Georgetowne - Forest Hills Station via Alwin St (AM Route),Weekdays only,1,504001040,58870921,0
4050-5-0,4050,0,Forest Hills Station - Cleary Square via Georgetowne,,1,504010000,58870956,0
4050-5-1,4050,1,Cleary Square - Forest Hills Station via Metropolitan Ave,,1,504011000,58870933,0
41-_-0,41,0,JFK/UMass Station - Centre St & Eliot St,,1,504100000,58870674,0
41-_-1,41,1,Centre St & Eliot St - JFK/UMass Station,,1,504101000,58870648,0
42-1-0,42,0,Nubian Station - Forest Hills Station,,1,504200000,58870553,0
42-1-1,42,1,Forest Hills Station - Nubian Station,,1,504201000,58870551,0
43-_-0,43,0,Park St Station - Ruggles Station,,1,504300000,58367903,0
43-_-1,43,1,Ruggles Station - Park St Station,,1,504301000,58367904,0
44-1-0,44,0,Ruggles Station - Jackson Square Station,,1,504400000,58404157,0
44-2-0,44,0,Humboldt Ave & Townsend St - Jackson Square Station,School days only,3,504400040,58404733,0
44-1-1,44,1,Jackson Square Station - Ruggles Station,,1,504401000,58403827,0
45-_-0,45,0,Ruggles Station - Franklin Park,Weekdays only,1,504500000,58404159,0
45-3-0,45,0,Ruggles Station - Franklin Park via Eliot Square,,2,504500020,58404464,0
45-1-0,45,0,Ruggles Station - Ashmont Station,Late nights only,3,504500050,58404541,0
45-_-1,45,1,Franklin Park - Ruggles Station via Eliot Square,,1,504501000,58403575,0
45-2-1,45,1,Franklin Park - Nubian Station,School days only,3,504501040,58403583,0
47-8-0,47,0,"Broadway Station - Central Square, Cambridge",,1,504700000,58402854,0
47-8-1,47,1,"Central Square, Cambridge - Broadway Station",,1,504701000,58402927,0
50-_-0,50,0,Forest Hills Station - Cleary Square,,1,505000000,58870765,0
50-_-1,50,1,Cleary Square - Forest Hills Station,,1,505001000,58870774,0
51-_-0,51,0,Forest Hills Station - Reservoir Station,,1,505100000,58870974,0
51-_-1,51,1,Reservoir Station - Forest Hills Station,,1,505101000,58870975,0
52-5-0,52,0,Watertown - Dedham Mall via Meadowbrook Rd,Weekdays only,1,505200000,58871324,0
52-4-0,52,0,Watertown - Charles River Loop via Meadowbrook Rd,AM peak hours only,2,505200020,58871333,0
52-5-1,52,1,Dedham Mall - Watertown via Meadowbrook Rd,Weekdays only,1,505201000,58871326,0
52-4-1,52,1,Charles River Loop - Watertown via Meadowbrook Rd,Weekdays only,2,505201010,58871334,0
55-_-0,55,0,Copley Square - Fenway,Middays only,1,505500000,58404549,0
55-_-1,55,1,Fenway - Copley Square,,1,505501000,58403879,0
57-_-0,57,0,Kenmore Station - Watertown Yard,,1,505700000,58368207,0
57-8-0,57,0,Ave Louis Pasteur - Watertown Yard,School days only,3,505700040,58368055,0
57-A-0,57,0,Kenmore Station - Oak Square,School days only,3,505700060,58403948,0
57-C-0,57,0,"Union Square, Boston - Watertown Yard",School days only,3,505700080,58404018_3,0
57-M-0,57,0,Haymarket Station - Watertown Yard (Detour),Early mornings only,3,505700100,58404674,0
57-_-1,57,1,Watertown Yard - Kenmore Station,,1,505701000,58368196,0
57-A-1,57,1,Oak Square - Kenmore Station,School days only,3,505701040,58367861_1,0
57-4-1,57,1,Cambridge St & Warren St - Kenmore Station,School days only,3,505701060,58402913,0
57-M-1,57,1,Watertown Yard - Haymarket Station (Detour),Early mornings only,3,505701080,58404673,0
57-E-1,57,1,"Oak Square - Union Square, Boston",School days only,3,505701110,58404062_1,0
59-2-0,59,0,Watertown Square - Needham Junction,,1,505900000,58367870,0
59-_-0,59,0,Watertown Square - Needham Junction via Eliot St,Weekdays only,2,505900040,58367986,0
59-2-1,59,1,Needham Junction - Watertown Square,,1,505901000,58367873,0
59-_-1,59,1,Needham Junction - Watertown Square via Eliot St,Weekdays only,2,505901040,58367869,0
60-_-0,60,0,Kenmore Station - Chestnut Hill,,1,506000000,58403975,0
60-2-0,60,0,Kenmore Station - Boylston St & Tully St via Chestnut Hill,Weekdays only,2,506000040,58403937,0
60-4-0,60,0,Brookline Village - Boylston St & Tully St,Weekday early mornings only,3,506000060,58404679,0
60-3-0,60,0,Brookline Village - Chestnut Hill,Early mornings only,3,506000070,58236140,0
60-_-1,60,1,Chestnut Hill - Kenmore Station,,1,506001000,58402917,0
60-2-1,60,1,Boylston St & Tully St - Kenmore Station,Weekdays only,2,506001040,58402822,0
60-3-1,60,1,Chestnut Hill - Brookline Village,Late nights only,3,506001060,58402926,0
61-_-0,61,0,Waltham Center - North Waltham,,1,506100000,58556613,0
61-_-1,61,1,North Waltham - Waltham Center,,1,506101000,58556612,0
62-3-0,62,0,Alewife Station - Bedford VA Hospital,Weekdays only,1,506200000,58555886,0
62-3-1,62,1,Bedford VA Hospital - Alewife Station,Weekdays only,1,506201000,58555883,0
627-6-0,627,0,Alewife Station - Bedford VA Hospital,Weekdays only,1,506210000,58555908,0
627-7-0,627,0,Alewife Station - Bedford VA Hospital via Hanscom Airport,,2,506210020,58555933,0
627-7-1,627,1,Bedford VA Hospital - Alewife Station via Hanscom Airport,,1,506211000,58555919,0
627-6-1,627,1,Bedford VA Hospital - Alewife Station,Weekdays only,2,506211030,58555906,0
64-6-0,64,0,Kendall/MIT Station - Oak Square,Weekdays only,1,506400000,58555076,0
64-_-0,64,0,University Park - Oak Square,,3,506400020,58564651,0
64-3-0,64,0,"Central Square, Cambridge - Oak Square",Late nights only,3,506400040,58557413,0
64-6-1,64,1,Oak Square - Kendall/MIT Station,Weekdays only,1,506401000,58555074,0
64-_-1,64,1,Oak Square - University Park,,3,506401020,58564650,0
65-_-0,65,0,Kenmore Station - Brighton Center,,1,506500000,58368053,0
65-_-1,65,1,Brighton Center - Kenmore Station,,1,506501000,58368052,0
66-6-0,66,0,Nubian Station - Harvard Square,,1,506600000,58403210,0
66-5-0,66,0,Nubian Station - Brighton Center,School days only,3,506600040,58403229,0
66-B-0,66,0,"Nubian Station - Union Square, Boston",School days only,3,506600070,58404018_2,0
66-6-1,66,1,Harvard Square - Nubian Station,,1,506601000,58403624,0
66-7-1,66,1,Cambridge St & Warren St - Nubian Station,School days only,3,506601040,58402911,0
66-B-1,66,1,"Union Square, Boston - Nubian Station",School days only,3,506601060,58404062_2,0
67-4-0,67,0,Alewife Station - Turkey Hill,Weekdays only,1,506700000,58555019,0
67-4-1,67,1,Turkey Hill - Alewife Station,Weekdays only,1,506701000,58555021,0
68-_-0,68,0,Kendall/MIT Station - Harvard Square,Weekdays only,1,506800000,58555123,0
68-_-1,68,1,Harvard Square - Kendall/MIT Station,Weekdays only,1,506801000,58555126,0
69-_-0,69,0,Lechmere Station - Harvard Square,,1,506900000,58556489,0
69-_-1,69,1,Harvard Square - Lechmere Station,,1,506901000,58556484,0
69-1-1,69,1,Cambridge St & Felton St - Lechmere Station,School days only,3,506901040,58555077,0
70-6-0,70,0,University Park - Market Place Dr,,1,507000000,58556596,0
70-8-0,70,0,University Park - Waltham Center,,2,507000040,58556598,0
70-5-0,70,0,University Park - Cedarwood,Weekdays only,2,507000080,58556593,0
70-2-0,70,0,"Central Square, Cambridge - Watertown Square",Late nights only,3,507000100,58556602,0
70-6-1,70,1,Market Place Dr - University Park,,1,507001000,58556594,0
70-8-1,70,1,Waltham Center - University Park,,2,507001040,58556595,0
70-5-1,70,1,Cedarwood - University Park,Weekdays only,3,507001080,58556606,0
70-3-1,70,1,"Waltham Center - Central Square, Cambridge",Late nights only,3,507001100,58556605,0
71-2-0,71,0,"Harvard Station, Upper Busway - Watertown Square",,1,507100000,58555529,0
71-3-0,71,0,Harvard Square - Aberdeen Ave,AM peak hours only,3,507100040,58555275,0
71-5-1,71,1,Watertown Square - Harvard Station (Omits Cambridge Common),,1,507101000,58555531,0
71-1-1,71,1,Watertown Square - Harvard Station (Omits Cambridge Common),Weekdays only,2,507101040,58555534,0
71-3-1,71,1,Aberdeen Ave - Harvard Square,Weekdays only,3,507101050,58555287,0
73-2-0,73,0,"Harvard Station, Upper Busway - Waverley Square",,1,507300000,58555527,0
73-5-1,73,1,Waverley Square - Harvard Station (Omits Cambridge Common),,1,507301000,58555525,0
73-1-1,73,1,Waverley Square - Harvard Station (Omits Cambridge Common),Weekdays only,2,507301040,58555581,0
74-1-0,74,0,Harvard Station - Belmont Center,,1,507400000,58555307,0
74-1-1,74,1,Belmont Center - Harvard Station,,1,507401000,58555305,0
75-1-0,75,0,Harvard Station - Belmont Center,,1,507500000,58555306,0
75-2-0,75,0,Harvard Station - Aberdeen Ave,Weekdays only,2,507500040,58555285,0
75-1-1,75,1,Belmont Center - Harvard Station,,1,507501000,58555308,0
75-2-1,75,1,Aberdeen Ave - Harvard Station,AM peak hours only,2,507501040,58555274,0
76-_-0,76,0,Alewife Station - Lincoln Lab via Hanscom Civil Air Terminal,Weekdays only,1,507600000,58555887,0
76-3-0,76,0,Alewife Station - Lincoln Lab,Weekdays only,2,507600020,58555917,0
76-3-1,76,1,Lincoln Lab - Alewife Station via Hanscom Civil Air Terminal,Weekdays only,1,507601000,58555916,0
76-_-1,76,1,Lincoln Lab - Alewife Station,Weekdays only,1,507601010,58555884,0
77-_-0,77,0,Harvard Station - Arlington Heights,,1,507700000,58556799,0
77-_-1,77,1,Arlington Heights - Harvard Station,,1,507701000,58556801,0
77-1-1,77,1,Appleton St & Massachusetts Ave - Harvard Station,School days only,3,507701040,58555018,0
78-1-0,78,0,Harvard Station - Arlmont Village,,1,507800000,58555300,0
78-1-1,78,1,Arlmont Village - Harvard Station,,1,507801000,58555301,0
80-_-0,80,0,Lechmere Station - Arlington Center,,1,508000000,58556177,0
80-_-1,80,1,Arlington Center - Lechmere Station,,1,508001000,58556176,0
83-1-0,83,0,"Central Square, Cambridge - Rindge Ave",,1,508300000,58556234,0
83-2-0,83,0,Broadway & Fayette St - Rindge Ave,School days only,3,508300040,58555889,0
83-1-1,83,1,"Rindge Ave - Central Square, Cambridge",,1,508301000,58556237,0
85-1-0,85,0,Main St @ Kendall Station - Red Line - 51 Bow St,Weekdays only,1,508500000,58556402,0
85-1-1,85,1,51 Bow St - Main St @ Kendall Station - Red Line,Weekdays only,1,508501000,58556404,0
86-_-0,86,0,Reservoir Station - Sullivan Square Station,,1,508600000,58555160,0
86-_-1,86,1,Sullivan Square Station - Reservoir Station,,1,508601000,58555159,0
87-2-0,87,0,Lechmere Station - Arlington Center,,1,508700000,58555964,0
87-_-0,87,0,Lechmere Station - Clarendon Hill,,2,508700040,58555966,0
87-2-1,87,1,Arlington Center - Lechmere Station,,1,508701000,58555965,0
87-_-1,87,1,Clarendon Hill - Lechmere Station,,2,508701040,58556059,0
88-_-0,88,0,Lechmere Station - Clarendon Hill,,1,508800000,58555968,0
88-1-0,88,0,Highland Ave & School St - Clarendon Hill,School days only,3,508800040,58555523,0
88-_-1,88,1,Clarendon Hill - Lechmere Station,,1,508801000,58555967,0
89-2-0,89,0,Sullivan Square Station - Davis Station,,1,508900000,58474525,0
89-_-0,89,0,Sullivan Square Station - Clarendon Hill,Weekdays only,2,508900040,58472211,0
89-2-1,89,1,Davis Station - Sullivan Square Station,,1,508901000,58474524,0
89-_-1,89,1,Clarendon Hill - Sullivan Square Station,Weekdays only,2,508901040,58471609,0
8993-_-0,8993,0,Haymarket Station - Clarendon Hill,Sunday early mornings only,1,508910000,58623978,0
8993-_-1,8993,1,Clarendon Hill - Haymarket Station,Early mornings only,1,508911000,58471608,0
90-_-0,90,0,Assembly Row - Davis Station,,1,509000000,58471538,0
90-_-1,90,1,Davis Station - Assembly Row,,1,509001000,58471639,0
91-_-0,91,0,"Central Square, Cambridge - Sullivan Square Station",,1,509100000,58471277,0
91-_-1,91,1,"Sullivan Square Station - Central Square, Cambridge",,1,509101000,58471276,0
92-3-0,92,0,Downtown - Sullivan Square Station (Detour),,1,509200000,58472126,0
92-_-0,92,0,Haymarket Station - Sullivan Square Station,,3,509200040,58471869,0
92-4-1,92,1,Sullivan Square - Devonshire St @ Milk St,,1,509201000,58472213,0
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,509201040,58472423,0
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,1,509300000,58472130,0
93-1-0,93,0,Downtown - Sullivan Square Station,,2,509300020,58472128,0
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,2,509300060,58471811,0
93-6-1,93,1,Sullivan Square Station - Downtown via Navy Yard (Detour),Weekdays only,1,509301000,58472231,0
93-5-1,93,1,Sullivan Square Station - Downtown (Detour),,2,509301020,58472221,0
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,3,509301060,58472426,0
93-4-1,93,1,Bunker Hill St at Concord St - Haymarket Station,School days only,3,509301090,58471574,0
94-1-0,94,0,Davis Station - Medford Square,,1,509400000,58474232,0
94-2-0,94,0,Davis Station - Medford Square via Medford HS,School days only,3,509400040,58474230,0
94-1-1,94,1,Medford Square - Davis Station,,1,509401000,58474231,0
95-3-0,95,0,Sullivan Square Station - Arlington Center,,1,509500000,58474265,0
95-_-0,95,0,Sullivan Square Station - West Medford,,1,509500040,58474229,0
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,509500080,58474269,0
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,509500100,58474263,0
95-3-1,95,1,Arlington Center - Sullivan Square Station,,1,509501000,58474266,0
95-_-1,95,1,West Medford - Sullivan Square Station,,1,509501040,58474264,0
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,509501080,58474334,0
96-_-0,96,0,Harvard Station - Medford Square,,1,509600000,58474271,0
96-_-1,96,1,Medford Square - Harvard Station,,1,509601000,58474270,0
97-5-0,97,0,Wellington Station - Malden Center Station,,1,509700000,58474224,0
97-5-1,97,1,Malden Center Station - Wellington Station,,1,509701000,58474223,0
99-7-0,99,0,Wellington Station - Woodland Rd,,1,509900000,58474289,0
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,,3,509900040,58466217,0
99-7-1,99,1,Woodland Rd - Wellington Station,,1,509901000,58474222,0
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,,3,509901040,58466218,0
